#TYPE Deserialized.System.Management.ManagementObject#root\cimv2\Win32_Service
"PSComputerName","RunspaceId","PSShowComputerName","__GENUS","__CLASS","__SUPERCLASS","__DYNASTY","__RELPATH","__PROPERTY_COUNT","__DERIVATION","__SERVER","__NAMESPACE","__PATH","AcceptPause","AcceptStop","Caption","CheckPoint","CreationClassName","DelayedAutoStart","Description","DesktopInteract","DisplayName","ErrorControl","ExitCode","InstallDate","Name","PathName","ProcessId","ServiceSpecificExitCode","ServiceType","Started","StartMode","StartName","State","Status","SystemCreationClassName","SystemName","TagId","WaitHint"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""MSDTC""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""MSDTC""","False","True","Distributed Transaction Coordinator","0","Win32_Service","True","Coordinates transactions that span multiple resource managers, such as databases, message queues, and file systems. If this service is stopped, these transactions will fail. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Distributed Transaction Coordinator","Normal","0",,"MSDTC","C:\Windows\System32\msdtc.exe","4396","0","Own Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""ncpalistener""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""ncpalistener""","False","True","NCPA Listener - ncpalistener","0","Win32_Service","True","NCPA HTTP Listener Server","False","NCPA Listener - ncpalistener","Normal","0",,"ncpalistener","""C:\Program Files (x86)\Nagios\NCPA\ncpa_listener.exe""","4676","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""ncpapassive""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""ncpapassive""","False","True","NCPA Passive - ncpapassive","0","Win32_Service","True","NCPA Passive Server","False","NCPA Passive - ncpapassive","Normal","0",,"ncpapassive","""C:\Program Files (x86)\Nagios\NCPA\ncpa_passive.exe""","348","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Netlogon""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""Netlogon""","True","True","Netlogon","0","Win32_Service","False","Maintains a secure channel between this computer and the domain controller for authenticating users and services. If this service is stopped, the computer may not authenticate users and services and the domain controller cannot register DNS records. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Netlogon","Normal","0",,"Netlogon","C:\Windows\system32\lsass.exe","652","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""NlaSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""NlaSvc""","False","True","Network Location Awareness","0","Win32_Service","False","Collects and stores configuration information for the network and notifies programs when this information is modified. If this service is stopped, configuration information might be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Network Location Awareness","Normal","0",,"NlaSvc","C:\Windows\System32\svchost.exe -k NetworkService -p","1128","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""nsi""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""nsi""","False","True","Network Store Interface Service","0","Win32_Service","False","This service delivers network notifications (e.g. interface addition/deleting etc) to user mode clients. Stopping this service will cause loss of network connectivity. If this service is disabled, any other services that explicitly depend on this service will fail to start.","False","Network Store Interface Service","Normal","0",,"nsi","C:\Windows\system32\svchost.exe -k LocalService -p","628","0","Share Process","True","Auto","NT Authority\LocalService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""OcspSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""OcspSvc""","True","True","Online Responder Service","0","Win32_Service","False","Enables identity revocation services for PKI (certificate) based services such as secure e-mail smartcard logon, secure web servers, etc as an online request and response query process.  If this service is stopped or disabled, revocation services may not be available for PKI (certificate) applications thereby generating authentication or application failures.","False","Online Responder Service","Normal","0",,"OcspSvc","C:\Windows\system32\ocspsvc.exe","1556","0","Own Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Power""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""Power""","False","False","Power","0","Win32_Service","False","Manages power policy and power policy notification delivery.","False","Power","Normal","0",,"Power","C:\Windows\system32\svchost.exe -k DcomLaunch -p","776","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""ProfSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""ProfSvc""","False","True","User Profile Service","0","Win32_Service","False","This service is responsible for loading and unloading user profiles. If this service is stopped or disabled, users will no longer be able to successfully sign in or sign out, apps might have problems getting to users' data, and components registered to receive profile event notifications won't receive them.","False","User Profile Service","Normal","0",,"ProfSvc","C:\Windows\system32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RasMan""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""RasMan""","False","True","Remote Access Connection Manager","0","Win32_Service","False","Manages dial-up and virtual private network (VPN) connections from this computer to the Internet or other remote networks. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Remote Access Connection Manager","Normal","0",,"RasMan","C:\Windows\System32\svchost.exe -k netsvcs","1912","0","Share Process","True","Auto","localSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RemoteRegistry""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""RemoteRegistry""","False","False","Remote Registry","0","Win32_Service","False","Enables remote users to modify registry settings on this computer. If this service is stopped, the registry can be modified only by users on this computer. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Remote Registry","Normal","0",,"RemoteRegistry","C:\Windows\system32\svchost.exe -k localService -p","0","0","Share Process","False","Auto","NT AUTHORITY\LocalService","Stopped","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RpcEptMapper""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""RpcEptMapper""","False","False","RPC Endpoint Mapper","0","Win32_Service","False","Resolves RPC interfaces identifiers to transport endpoints. If this service is stopped or disabled, programs using Remote Procedure Call (RPC) services will not function properly.","False","RPC Endpoint Mapper","Normal","0",,"RpcEptMapper","C:\Windows\system32\svchost.exe -k RPCSS -p","896","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""RpcSs""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""RpcSs""","False","False","Remote Procedure Call (RPC)","0","Win32_Service","False","The RPCSS service is the Service Control Manager for COM and DCOM servers. It performs object activations requests, object exporter resolutions and distributed garbage collection for COM and DCOM servers. If this service is stopped or disabled, programs using COM or DCOM will not function properly. It is strongly recommended that you have the RPCSS service running.","False","Remote Procedure Call (RPC)","Normal","0",,"RpcSs","C:\Windows\system32\svchost.exe -k rpcss -p","896","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SamSs""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""SamSs""","False","False","Security Accounts Manager","0","Win32_Service","False","The startup of this service signals other services that the Security Accounts Manager (SAM) is ready to accept requests.  Disabling this service will prevent other services in the system from being notified when the SAM is ready, which may in turn cause those services to fail to start correctly. This service should not be disabled.","False","Security Accounts Manager","Normal","0",,"SamSs","C:\Windows\system32\lsass.exe","652","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Schedule""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""Schedule""","False","True","Task Scheduler","0","Win32_Service","False","Enables a user to configure and schedule automated tasks on this computer. The service also hosts multiple Windows system-critical tasks. If this service is stopped or disabled, these tasks will not be run at their scheduled times. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Task Scheduler","Normal","0",,"Schedule","C:\Windows\system32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SENS""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""SENS""","False","True","System Event Notification Service","0","Win32_Service","False","Monitors system events and notifies subscribers to COM+ Event System of these events.","False","System Event Notification Service","Normal","0",,"SENS","C:\Windows\system32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""ShellHWDetection""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""ShellHWDetection""","False","True","Shell Hardware Detection","0","Win32_Service","False","Provides notifications for AutoPlay hardware events.","False","Shell Hardware Detection","Ignore","0",,"ShellHWDetection","C:\Windows\System32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Spooler""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""Spooler""","False","True","Print Spooler","0","Win32_Service","False","This service spools print jobs and handles interaction with the printer.  If you turn off this service, you won?t be able to print or see your printers.","True","Print Spooler","Normal","0",,"Spooler","C:\Windows\System32\spoolsv.exe","1992","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""sppsvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""sppsvc""","False","False","Software Protection","0","Win32_Service","True","Enables the download, installation and enforcement of digital licenses for Windows and Windows applications. If the service is disabled, the operating system and licensed applications may run in a notification mode. It is strongly recommended that you not disable the Software Protection service.","False","Software Protection","Normal","0",,"sppsvc","C:\Windows\system32\sppsvc.exe","0","0","Own Process","False","Auto","NT AUTHORITY\NetworkService","Stopped","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SysMain""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""SysMain""","False","True","SysMain","0","Win32_Service","False","Maintains and improves system performance over time.","False","SysMain","Ignore","0",,"SysMain","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","384","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""SystemEventsBroker""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""SystemEventsBroker""","False","True","System Events Broker","0","Win32_Service","False","Coordinates execution of background work for WinRT application. If this service is stopped or disabled, then background work might not be triggered.","False","System Events Broker","Normal","0",,"SystemEventsBroker","C:\Windows\system32\svchost.exe -k DcomLaunch -p","776","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Themes""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""Themes""","False","True","Themes","0","Win32_Service","False","Provides user experience theme management.","False","Themes","Normal","0",,"Themes","C:\Windows\System32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""TrkWks""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""TrkWks""","False","True","Distributed Link Tracking Client","0","Win32_Service","False","Maintains links between NTFS files within a computer or across computers in a network.","False","Distributed Link Tracking Client","Normal","0",,"TrkWks","C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p","384","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""UALSVC""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""UALSVC""","False","True","User Access Logging Service","0","Win32_Service","True","This service logs unique client access requests, in the form of IP addresses and user names, of installed products and roles on the local server. This information can be queried, via Powershell, by administrators needing to quantify client demand of server software for offline Client Access License (CAL) management. If the service is disabled, client requests will not be logged and will not be retrievable via Powershell queries. Stopping the service will not affect query of historical data (see supporting documentation for steps to delete historical data). The local system administrator must consult his, or her, Windows Server license terms to determine the number of CALs that are required for the server software to be appropriately licensed; use of the UAL service and data does not alter this obligation.","False","User Access Logging Service","Normal","0",,"UALSVC","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","384","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""UserManager""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""UserManager""","False","True","User Manager","0","Win32_Service","False","User Manager provides the runtime components required for multi-user interaction.  If this service is stopped, some applications may not operate correctly.","False","User Manager","Normal","0",,"UserManager","C:\Windows\system32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""UsoSvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""UsoSvc""","False","True","Update Orchestrator Service","0","Win32_Service","True","Manages Windows Updates. If stopped, your devices will not be able download and install latest udpates.","False","Update Orchestrator Service","Normal","0",,"UsoSvc","C:\Windows\system32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""W32Time""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""W32Time""","False","True","Windows Time","0","Win32_Service","False","Maintains date and time synchronization on all clients and servers in the network. If this service is stopped, date and time synchronization will be unavailable. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Windows Time","Normal","0",,"W32Time","C:\Windows\system32\svchost.exe -k LocalService","912","0","Share Process","True","Auto","NT AUTHORITY\LocalService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""W3SVC""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""W3SVC""","False","True","World Wide Web Publishing Service","0","Win32_Service","False","Provides Web connectivity and administration through the Internet Information Services Manager","False","World Wide Web Publishing Service","Normal","0",,"W3SVC","C:\Windows\system32\svchost.exe -k iissvcs","2060","0","Share Process","True","Auto","localSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Wcmsvc""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""Wcmsvc""","False","True","Windows Connection Manager","0","Win32_Service","False","Makes automatic connect/disconnect decisions based on the network connectivity options currently available to the PC and enables management of network connectivity based on Group Policy settings.","False","Windows Connection Manager","Normal","0",,"Wcmsvc","C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p","1536","0","Own Process","True","Auto","NT Authority\LocalService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WinDefend""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""WinDefend""","False","True","Windows Defender Antivirus Service","0","Win32_Service","False","Helps protect users from malware and other potentially unwanted software","False","Windows Defender Antivirus Service","Normal","0",,"WinDefend","""C:\ProgramData\Microsoft\Windows Defender\platform\4.18.1910.4-0\MsMpEng.exe""","2052","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""Winmgmt""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""Winmgmt""","True","True","Windows Management Instrumentation","0","Win32_Service","False","Provides a common interface and object model to access management information about operating system, devices, applications and services. If this service is stopped, most Windows-based software will not function properly. If this service is disabled, any services that explicitly depend on it will fail to start.","False","Windows Management Instrumentation","Ignore","0",,"Winmgmt","C:\Windows\system32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","localSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WinRM""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""WinRM""","False","True","Windows Remote Management (WS-Management)","0","Win32_Service","False","Windows Remote Management (WinRM) service implements the WS-Management protocol for remote management. WS-Management is a standard web services protocol used for remote software and hardware management. The WinRM service listens on the network for WS-Management requests and processes them. The WinRM Service needs to be configured with a listener using winrm.cmd command line tool or through Group Policy in order for it to listen over the network. The WinRM service provides access to WMI data and enables event collection. Event collection and subscription to events require that the service is running. WinRM messages use HTTP and HTTPS as transports. The WinRM service does not depend on IIS but is preconfigured to share a port with IIS on the same machine.  The WinRM service reserves the /wsman URL prefix. To prevent conflicts with IIS, administrators should ensure that any websites hosted on IIS do not use the /wsman URL prefix.","False","Windows Remote Management (WS-Management)","Normal","0",,"WinRM","C:\Windows\System32\svchost.exe -k NetworkService -p","1128","0","Share Process","True","Auto","NT AUTHORITY\NetworkService","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WLMS""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""WLMS""","False","False","Windows Licensing Monitoring Service","0","Win32_Service","False","This service monitors the Windows software license state.","False","Windows Licensing Monitoring Service","Critical","0",,"WLMS","C:\Windows\system32\wlms\wlms.exe","2076","0","Own Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WpnService""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""WpnService""","False","True","Windows Push Notifications System Service","0","Win32_Service","False","This service runs in session 0 and hosts the notification platform and connection provider which handles the connection between the device and WNS server.","False","Windows Push Notifications System Service","Normal","0",,"WpnService","C:\Windows\system32\svchost.exe -k netsvcs -p","1420","0","Share Process","True","Auto","LocalSystem","Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""CDPUserSvc_38bad""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""CDPUserSvc_38bad""","False","True","Connected Devices Platform User Service_38bad","0","Win32_Service","False","This user service is used for Connected Devices Platform scenarios","False","Connected Devices Platform User Service_38bad","Normal","0",,"CDPUserSvc_38bad","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","1968","0","Unknown","True","Auto",,"Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
"ILCSRCA","9166ff5e-b27a-4897-aa91-bc13cdfe9d11","True","2","Win32_Service","Win32_BaseService","CIM_ManagedSystemElement","Win32_Service.Name=""WpnUserService_38bad""","26","Win32_BaseService CIM_Service CIM_LogicalElement CIM_ManagedSystemElement","ILCSRCA","root\cimv2","\\ILCSRCA\root\cimv2:Win32_Service.Name=""WpnUserService_38bad""","False","True","Windows Push Notifications User Service_38bad","0","Win32_Service","False","This service hosts Windows notification platform which provides support for local and push notifications. Supported notifications are tile, toast and raw.","False","Windows Push Notifications User Service_38bad","Ignore","0",,"WpnUserService_38bad","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","1968","0","Unknown","True","Auto",,"Running","OK","Win32_ComputerSystem","ILCSRCA","0","0"
